"id","resolution_date","source","Type","resolved_to","resolved","SPF_forecast","SPF_bs","Pub_forecast","Pub_bs","question","gpt_score","sonnet_score","deepseek_score","mean_z","LLM_typical_binary","LLM_typical_3"
"TMBACBW027SBOG","2024-07-28","fred","Data",1,TRUE,0.53,0.2209,0.48,0.2704,"Will the total dollar amount of mortgage-backed securities held by all US commercial banks have increased by 2024-07-28 as compared to its value on 2024-07-12?",5,9,8,0.0836513609858292,"Typical","Borderline"
"TMBACBW027SBOG","2024-08-20","fred","Data",1,TRUE,0.57,0.1849,0.45,0.3025,"Will the total dollar amount of mortgage-backed securities held by all US commercial banks have increased by 2024-08-20 as compared to its value on 2024-07-12?",10,8,9,0.0836513609858292,"Typical","Borderline"
"TMBACBW027SBOG","2024-10-19","fred","Data",1,TRUE,0.615,0.148225,0.5,0.25,"Will the total dollar amount of mortgage-backed securities held by all US commercial banks have increased by 2024-10-19 as compared to its value on 2024-07-12?",6,9,8,0.0836513609858292,"Typical","Borderline"
"TMBACBW027SBOG","2025-01-17","fred","Data",1,TRUE,0.645,0.126025,0.5,0.25,"Will the total dollar amount of mortgage-backed securities held by all US commercial banks have increased by 2025-01-17 as compared to its value on 2024-07-12?",9,8,8,0.0836513609858292,"Typical","Borderline"
"TMBACBW027SBOG","2025-07-21","fred","Data",1,TRUE,0.67,0.1089,0.5,0.25,"Will the total dollar amount of mortgage-backed securities held by all US commercial banks have increased by 2025-07-21 as compared to its value on 2024-07-12?",9,8,8,0.0836513609858292,"Typical","Borderline"
"EXPINF30YR","2024-08-20","fred","Data",0,TRUE,0.35,0.1225,0.3,0.09,"Will the Federal Reserve Bank of Cleveland's 30-year expected inflation rate have increased by 2024-08-20 as compared to its value on 2024-07-12?",10,9,8,0.0022532267671032,"Typical","Borderline"
"EXPINF30YR","2024-10-19","fred","Data",0,TRUE,0.41,0.1681,0.3,0.09,"Will the Federal Reserve Bank of Cleveland's 30-year expected inflation rate have increased by 2024-10-19 as compared to its value on 2024-07-12?",2,8,9,0.0022532267671032,"Typical","Borderline"
"EXPINF30YR","2025-01-17","fred","Data",1,TRUE,0.44,0.3136,0.35,0.4225,"Will the Federal Reserve Bank of Cleveland's 30-year expected inflation rate have increased by 2025-01-17 as compared to its value on 2024-07-12?",9,8,8,0.0022532267671032,"Typical","Borderline"
"EXPINF30YR","2025-07-21","fred","Data",0,TRUE,0.44,0.1936,0.3,0.09,"Will the Federal Reserve Bank of Cleveland's 30-year expected inflation rate have increased by 2025-07-21 as compared to its value on 2024-07-12?",8,8,8,0.0022532267671032,"Typical","Borderline"
"DCOILBRENTEU","2024-07-28","fred","Data",0,TRUE,0.5,0.25,0.3,0.09,"Will the price of Brent crude oil have increased by 2024-07-28 as compared to its value on 2024-07-12?",10,10,10,0.270660957205496,"Typical","Borderline"
"DCOILBRENTEU","2024-08-20","fred","Data",0,TRUE,0.5,0.25,0.35,0.1225,"Will the price of Brent crude oil have increased by 2024-08-20 as compared to its value on 2024-07-12?",10,10,10,0.270660957205496,"Typical","Borderline"
"DCOILBRENTEU","2024-10-19","fred","Data",0,TRUE,0.5,0.25,0.33,0.1089,"Will the price of Brent crude oil have increased by 2024-10-19 as compared to its value on 2024-07-12?",1,10,8,0.270660957205496,"Typical","Borderline"
"DCOILBRENTEU","2025-01-17","fred","Data",0,TRUE,0.5,0.25,0.5,0.25,"Will the price of Brent crude oil have increased by 2025-01-17 as compared to its value on 2024-07-12?",10,10,8,0.270660957205496,"Typical","Borderline"
"DCOILBRENTEU","2025-07-21","fred","Data",0,TRUE,0.505,0.255025,0.5,0.25,"Will the price of Brent crude oil have increased by 2025-07-21 as compared to its value on 2024-07-12?",6,8,8,0.270660957205496,"Typical","Borderline"
"DTB1YR","2024-07-28","fred","Data",0,TRUE,0.5,0.25,0.3,0.09,"Will the Federal Reserve's 1-year secondary market treasury bill rate have increased by 2024-07-28 as compared to its value on 2024-07-12?",10,10,10,0.395001049096589,"Typical","Borderline"
"DTB1YR","2024-08-20","fred","Data",0,TRUE,0.45,0.2025,0.3,0.09,"Will the Federal Reserve's 1-year secondary market treasury bill rate have increased by 2024-08-20 as compared to its value on 2024-07-12?",10,10,10,0.395001049096589,"Typical","Borderline"
"DTB1YR","2024-10-19","fred","Data",0,TRUE,0.35,0.1225,0.34,0.1156,"Will the Federal Reserve's 1-year secondary market treasury bill rate have increased by 2024-10-19 as compared to its value on 2024-07-12?",10,10,10,0.395001049096589,"Typical","Borderline"
"DTB1YR","2025-01-17","fred","Data",0,TRUE,0.3,0.09,0.42,0.1764,"Will the Federal Reserve's 1-year secondary market treasury bill rate have increased by 2025-01-17 as compared to its value on 2024-07-12?",1,9,10,0.395001049096589,"Typical","Borderline"
"DTB1YR","2025-07-21","fred","Data",0,TRUE,0.33,0.1089,0.45,0.2025,"Will the Federal Reserve's 1-year secondary market treasury bill rate have increased by 2025-07-21 as compared to its value on 2024-07-12?",6,9,10,0.395001049096589,"Typical","Borderline"
"RRPONTTLD","2024-07-28","fred","Data",1,TRUE,0.49,0.2601,0.3,0.49,"Will the aggregated daily value of securities sold by the Federal Reserve in temporary open market operations have increased by 2024-07-28 as compared to its value on 2024-07-12?",10,8,8,0.136586971292737,"Typical","Borderline"
"RRPONTTLD","2024-08-20","fred","Data",0,TRUE,0.46,0.2116,0.37,0.1369,"Will the aggregated daily value of securities sold by the Federal Reserve in temporary open market operations have increased by 2024-08-20 as compared to its value on 2024-07-12?",10,8,9,0.136586971292737,"Typical","Borderline"
"RRPONTTLD","2024-10-19","fred","Data",0,TRUE,0.46,0.2116,0.3,0.09,"Will the aggregated daily value of securities sold by the Federal Reserve in temporary open market operations have increased by 2024-10-19 as compared to its value on 2024-07-12?",10,8,8,0.136586971292737,"Typical","Borderline"
"RRPONTTLD","2025-01-17","fred","Data",0,TRUE,0.38,0.1444,0.37,0.1369,"Will the aggregated daily value of securities sold by the Federal Reserve in temporary open market operations have increased by 2025-01-17 as compared to its value on 2024-07-12?",6,8,8,0.136586971292737,"Typical","Borderline"
"RRPONTTLD","2025-07-21","fred","Data",0,TRUE,0.415,0.172225,0.4,0.16,"Will the aggregated daily value of securities sold by the Federal Reserve in temporary open market operations have increased by 2025-07-21 as compared to its value on 2024-07-12?",8,7,9,0.136586971292737,"Typical","Borderline"
"SOFRINDEX","2024-07-28","fred","Data",1,TRUE,1,0,0.46,0.2916,"Will the Federal Reserve's SOFR (Secured Overnight Financing Rate) Index have increased by 2024-07-28 as compared to its value on 2024-07-12?",10,10,8,0.413443747919593,"Typical","Borderline"
"SOFRINDEX","2024-08-20","fred","Data",1,TRUE,1,0,0.45,0.3025,"Will the Federal Reserve's SOFR (Secured Overnight Financing Rate) Index have increased by 2024-08-20 as compared to its value on 2024-07-12?",10,10,8,0.413443747919593,"Typical","Borderline"
"SOFRINDEX","2024-10-19","fred","Data",1,TRUE,1,0,0.5,0.25,"Will the Federal Reserve's SOFR (Secured Overnight Financing Rate) Index have increased by 2024-10-19 as compared to its value on 2024-07-12?",10,10,10,0.413443747919593,"Typical","Borderline"
"SOFRINDEX","2025-01-17","fred","Data",1,TRUE,1,0,0.5,0.25,"Will the Federal Reserve's SOFR (Secured Overnight Financing Rate) Index have increased by 2025-01-17 as compared to its value on 2024-07-12?",7,9,8,0.413443747919593,"Typical","Borderline"
"SOFRINDEX","2025-07-21","fred","Data",1,TRUE,1,0,0.5,0.25,"Will the Federal Reserve's SOFR (Secured Overnight Financing Rate) Index have increased by 2025-07-21 as compared to its value on 2024-07-12?",9,8,8,0.413443747919593,"Typical","Borderline"
"DTB4WK","2024-07-28","fred","Data",0,TRUE,0.49,0.2401,0.25,0.0625,"Will the Federal Reserve's 4-week secondary market treasury bill rate have increased by 2024-07-28 as compared to its value on 2024-07-12?",10,10,10,0.482498575282834,"Typical","Borderline"
"DTB4WK","2024-08-20","fred","Data",0,TRUE,0.49,0.2401,0.275,0.075625,"Will the Federal Reserve's 4-week secondary market treasury bill rate have increased by 2024-08-20 as compared to its value on 2024-07-12?",10,9,10,0.482498575282834,"Typical","Borderline"
"DTB4WK","2024-10-19","fred","Data",0,TRUE,0.25,0.0625,0.3,0.09,"Will the Federal Reserve's 4-week secondary market treasury bill rate have increased by 2024-10-19 as compared to its value on 2024-07-12?",6,9,10,0.482498575282834,"Typical","Borderline"
"DTB4WK","2025-01-17","fred","Data",0,TRUE,0.135,0.018225,0.375,0.140625,"Will the Federal Reserve's 4-week secondary market treasury bill rate have increased by 2025-01-17 as compared to its value on 2024-07-12?",8,10,10,0.482498575282834,"Typical","Borderline"
"DTB4WK","2025-07-21","fred","Data",0,TRUE,0.095,0.009025,0.375,0.140625,"Will the Federal Reserve's 4-week secondary market treasury bill rate have increased by 2025-07-21 as compared to its value on 2024-07-12?",10,8,9,0.482498575282834,"Typical","Borderline"
"WLCFLPCL","2024-07-28","fred","Data",1,TRUE,0.5,0.25,0.3,0.49,"Will the weekly dollar amount of loans made under the primary credit lending program by the Federal Reserve have increased by 2024-07-28 as compared to its value on 2024-07-12?",6,8,9,0.0440548595267144,"Typical","Borderline"
"WLCFLPCL","2024-08-20","fred","Data",0,TRUE,0.5,0.25,0.3,0.09,"Will the weekly dollar amount of loans made under the primary credit lending program by the Federal Reserve have increased by 2024-08-20 as compared to its value on 2024-07-12?",7,8,9,0.0440548595267144,"Typical","Borderline"
"WLCFLPCL","2024-10-19","fred","Data",0,TRUE,0.5,0.25,0.3,0.09,"Will the weekly dollar amount of loans made under the primary credit lending program by the Federal Reserve have increased by 2024-10-19 as compared to its value on 2024-07-12?",10,8,9,0.0440548595267144,"Typical","Borderline"
"WLCFLPCL","2025-01-17","fred","Data",0,TRUE,0.5,0.25,0.4,0.16,"Will the weekly dollar amount of loans made under the primary credit lending program by the Federal Reserve have increased by 2025-01-17 as compared to its value on 2024-07-12?",9,8,8,0.0440548595267144,"Typical","Borderline"
"WLCFLPCL","2025-07-21","fred","Data",0,TRUE,0.5,0.25,0.35,0.1225,"Will the weekly dollar amount of loans made under the primary credit lending program by the Federal Reserve have increased by 2025-07-21 as compared to its value on 2024-07-12?",6,8,8,0.0440548595267144,"Typical","Borderline"
"IHLIDXUS","2024-07-28","fred","Data",1,TRUE,0.49,0.2601,0.4,0.36,"Will the number of US job postings on Indeed have increased by 2024-07-28 as compared to its value on 2024-07-12?",7,8,10,-0.0239845075195275,"Atypical","Borderline"
"IHLIDXUS","2024-08-20","fred","Data",1,TRUE,0.47,0.2809,0.5,0.25,"Will the number of US job postings on Indeed have increased by 2024-08-20 as compared to its value on 2024-07-12?",10,8,8,-0.0239845075195275,"Atypical","Borderline"
"IHLIDXUS","2024-10-19","fred","Data",0,TRUE,0.46,0.2116,0.42,0.1764,"Will the number of US job postings on Indeed have increased by 2024-10-19 as compared to its value on 2024-07-12?",2,8,8,-0.0239845075195275,"Atypical","Borderline"
"IHLIDXUS","2025-01-17","fred","Data",0,TRUE,0.47,0.2209,0.5,0.25,"Will the number of US job postings on Indeed have increased by 2025-01-17 as compared to its value on 2024-07-12?",9,8,8,-0.0239845075195275,"Atypical","Borderline"
"IHLIDXUS","2025-07-21","fred","Data",0,TRUE,0.48,0.2304,0.4,0.16,"Will the number of US job postings on Indeed have increased by 2025-07-21 as compared to its value on 2024-07-12?",8,8,8,-0.0239845075195275,"Atypical","Borderline"
"T10YIE","2024-07-28","fred","Data",0,TRUE,0.5,0.25,0.25,0.0625,"Will the US' 10-year breakeven inflation rate have increased by 2024-07-28 as compared to its value on 2024-07-12?",7,10,9,0.277115284635595,"Typical","Borderline"
"T10YIE","2024-08-20","fred","Data",0,TRUE,0.5,0.25,0.25,0.0625,"Will the US' 10-year breakeven inflation rate have increased by 2024-08-20 as compared to its value on 2024-07-12?",10,9,9,0.277115284635595,"Typical","Borderline"
"T10YIE","2024-10-19","fred","Data",0,TRUE,0.48,0.2304,0.3,0.09,"Will the US' 10-year breakeven inflation rate have increased by 2024-10-19 as compared to its value on 2024-07-12?",8,9,9,0.277115284635595,"Typical","Borderline"
"T10YIE","2025-01-17","fred","Data",1,TRUE,0.475,0.275625,0.35,0.4225,"Will the US' 10-year breakeven inflation rate have increased by 2025-01-17 as compared to its value on 2024-07-12?",10,8,8,0.277115284635595,"Typical","Borderline"
"T10YIE","2025-07-21","fred","Data",1,TRUE,0.475,0.275625,0.4,0.36,"Will the US' 10-year breakeven inflation rate have increased by 2025-07-21 as compared to its value on 2024-07-12?",8,8,8,0.277115284635595,"Typical","Borderline"
"IUDSOIA","2024-07-28","fred","Data",0,TRUE,0.2,0.04,0.23,0.0529,"Will the daily Sterling Overnight Index Average, the interest rate applied to bank transactions in the British Sterling Market during off hours, have increased by 2024-07-28 as compared to its value on 2024-07-12?",10,9,9,0.165710020058973,"Typical","Borderline"
"IUDSOIA","2024-08-20","fred","Data",0,TRUE,0.2,0.04,0.2,0.04,"Will the daily Sterling Overnight Index Average, the interest rate applied to bank transactions in the British Sterling Market during off hours, have increased by 2024-08-20 as compared to its value on 2024-07-12?",10,8,8,0.165710020058973,"Typical","Borderline"
"IUDSOIA","2024-10-19","fred","Data",0,TRUE,0.15,0.0225,0.25,0.0625,"Will the daily Sterling Overnight Index Average, the interest rate applied to bank transactions in the British Sterling Market during off hours, have increased by 2024-10-19 as compared to its value on 2024-07-12?",10,9,10,0.165710020058973,"Typical","Borderline"
"IUDSOIA","2025-01-17","fred","Data",0,TRUE,0.1,0.01,0.3,0.09,"Will the daily Sterling Overnight Index Average, the interest rate applied to bank transactions in the British Sterling Market during off hours, have increased by 2025-01-17 as compared to its value on 2024-07-12?",0,9,10,0.165710020058973,"Typical","Borderline"
"IUDSOIA","2025-07-21","fred","Data",0,TRUE,0.14,0.0196,0.4,0.16,"Will the daily Sterling Overnight Index Average, the interest rate applied to bank transactions in the British Sterling Market during off hours, have increased by 2025-07-21 as compared to its value on 2024-07-12?",6,8,10,0.165710020058973,"Typical","Borderline"
"H41RESPPALDKNWW","2024-07-28","fred","Data",0,TRUE,0.035,0.001225,0.2,0.04,"Will the amount of money loaned as part of the Bank Term Funding Program have increased by 2024-07-28 as compared to its value on 2024-07-12?",9,8,10,0.236253593667968,"Typical","Borderline"
"H41RESPPALDKNWW","2024-08-20","fred","Data",0,TRUE,0.035,0.001225,0.2,0.04,"Will the amount of money loaned as part of the Bank Term Funding Program have increased by 2024-08-20 as compared to its value on 2024-07-12?",10,8,8,0.236253593667968,"Typical","Borderline"
"H41RESPPALDKNWW","2024-10-19","fred","Data",0,TRUE,0.03,9e-04,0.3,0.09,"Will the amount of money loaned as part of the Bank Term Funding Program have increased by 2024-10-19 as compared to its value on 2024-07-12?",10,8,8,0.236253593667968,"Typical","Borderline"
"H41RESPPALDKNWW","2025-01-17","fred","Data",0,TRUE,0.02,4e-04,0.3,0.09,"Will the amount of money loaned as part of the Bank Term Funding Program have increased by 2025-01-17 as compared to its value on 2024-07-12?",8,8,8,0.236253593667968,"Typical","Borderline"
"H41RESPPALDKNWW","2025-07-21","fred","Data",0,TRUE,0.03,9e-04,0.3,0.09,"Will the amount of money loaned as part of the Bank Term Funding Program have increased by 2025-07-21 as compared to its value on 2024-07-12?",10,8,8,0.236253593667968,"Typical","Borderline"
"NASDAQ100","2024-07-28","fred","Data",0,TRUE,0.505,0.255025,0.5,0.25,"Will the NASDAQ 100 Index, which represents the daily index value at market close, have increased by 2024-07-28 as compared to its value on 2024-07-12?",10,10,10,0.499702257051598,"Typical","Borderline"
"NASDAQ100","2024-08-20","fred","Data",1,TRUE,0.53,0.2209,0.5,0.25,"Will the NASDAQ 100 Index, which represents the daily index value at market close, have increased by 2024-08-20 as compared to its value on 2024-07-12?",10,10,10,0.499702257051598,"Typical","Borderline"
"NASDAQ100","2024-10-19","fred","Data",1,TRUE,0.55,0.2025,0.5,0.25,"Will the NASDAQ 100 Index, which represents the daily index value at market close, have increased by 2024-10-19 as compared to its value on 2024-07-12?",10,10,10,0.499702257051598,"Typical","Borderline"
"NASDAQ100","2025-01-17","fred","Data",1,TRUE,0.57,0.1849,0.5,0.25,"Will the NASDAQ 100 Index, which represents the daily index value at market close, have increased by 2025-01-17 as compared to its value on 2024-07-12?",3,10,10,0.499702257051598,"Typical","Borderline"
"NASDAQ100","2025-07-21","fred","Data",1,TRUE,0.6,0.16,0.55,0.2025,"Will the NASDAQ 100 Index, which represents the daily index value at market close, have increased by 2025-07-21 as compared to its value on 2024-07-12?",6,10,10,0.499702257051598,"Typical","Borderline"
"DAAA","2024-07-28","fred","Data",1,TRUE,0.5,0.25,0.295,0.497025,"Will Moody's Seasoned Aaa Corporate Bond Yield have increased by 2024-07-28 as compared to its value on 2024-07-12?",10,10,8,0.432067171538679,"Typical","Borderline"
"DAAA","2024-08-20","fred","Data",0,TRUE,0.5,0.25,0.4,0.16,"Will Moody's Seasoned Aaa Corporate Bond Yield have increased by 2024-08-20 as compared to its value on 2024-07-12?",10,10,8,0.432067171538679,"Typical","Borderline"
"DAAA","2024-10-19","fred","Data",0,TRUE,0.485,0.235225,0.45,0.2025,"Will Moody's Seasoned Aaa Corporate Bond Yield have increased by 2024-10-19 as compared to its value on 2024-07-12?",10,9,10,0.432067171538679,"Typical","Borderline"
"DAAA","2025-01-17","fred","Data",1,TRUE,0.455,0.297025,0.4,0.36,"Will Moody's Seasoned Aaa Corporate Bond Yield have increased by 2025-01-17 as compared to its value on 2024-07-12?",8,8,8,0.432067171538679,"Typical","Borderline"
"DAAA","2025-07-21","fred","Data",1,TRUE,0.445,0.308025,0.5,0.25,"Will Moody's Seasoned Aaa Corporate Bond Yield have increased by 2025-07-21 as compared to its value on 2024-07-12?",10,9,8,0.432067171538679,"Typical","Borderline"
"DPCREDIT","2024-07-28","fred","Data",0,TRUE,0,0,0.1,0.01,"Will the discount rate for the Federal Reserve's primary credit discount window program have increased by 2024-07-28 as compared to its value on 2024-07-12?",10,9,10,-0.042177477151018,"Atypical","Borderline"
"DPCREDIT","2024-08-20","fred","Data",0,TRUE,0,0,0.135,0.018225,"Will the discount rate for the Federal Reserve's primary credit discount window program have increased by 2024-08-20 as compared to its value on 2024-07-12?",10,9,10,-0.042177477151018,"Atypical","Borderline"
"DPCREDIT","2024-10-19","fred","Data",0,TRUE,0.02,4e-04,0.2,0.04,"Will the discount rate for the Federal Reserve's primary credit discount window program have increased by 2024-10-19 as compared to its value on 2024-07-12?",5,9,9,-0.042177477151018,"Atypical","Borderline"
"DPCREDIT","2025-01-17","fred","Data",0,TRUE,0.02,4e-04,0.2,0.04,"Will the discount rate for the Federal Reserve's primary credit discount window program have increased by 2025-01-17 as compared to its value on 2024-07-12?",1,9,9,-0.042177477151018,"Atypical","Borderline"
"DPCREDIT","2025-07-21","fred","Data",0,TRUE,0.03,9e-04,0.3,0.09,"Will the discount rate for the Federal Reserve's primary credit discount window program have increased by 2025-07-21 as compared to its value on 2024-07-12?",0,8,9,-0.042177477151018,"Atypical","Borderline"
"BAMLH0A2HYB","2024-07-28","fred","Data",1,TRUE,0.48,0.2704,0.0785,0.84916225,"Will the option-adjusted spread of securities with an investment grade rating of B in the ICE BofA US High Yield Master II Index, which tracks the performance of corporate debt below investment grade in the US domestic market, have increased by 2024-07-28 as compared to its value on 2024-07-12?",10,8,10,0.100355584371565,"Typical","Borderline"
"BAMLH0A2HYB","2024-08-20","fred","Data",1,TRUE,0.45,0.3025,0.095,0.819025,"Will the option-adjusted spread of securities with an investment grade rating of B in the ICE BofA US High Yield Master II Index, which tracks the performance of corporate debt below investment grade in the US domestic market, have increased by 2024-08-20 as compared to its value on 2024-07-12?",10,8,8,0.100355584371565,"Typical","Borderline"
"BAMLH0A2HYB","2024-10-19","fred","Data",0,TRUE,0.45,0.2025,0.1,0.01,"Will the option-adjusted spread of securities with an investment grade rating of B in the ICE BofA US High Yield Master II Index, which tracks the performance of corporate debt below investment grade in the US domestic market, have increased by 2024-10-19 as compared to its value on 2024-07-12?",10,8,10,0.100355584371565,"Typical","Borderline"
"BAMLH0A2HYB","2025-01-17","fred","Data",0,TRUE,0.5,0.25,0.125,0.015625,"Will the option-adjusted spread of securities with an investment grade rating of B in the ICE BofA US High Yield Master II Index, which tracks the performance of corporate debt below investment grade in the US domestic market, have increased by 2025-01-17 as compared to its value on 2024-07-12?",4,8,10,0.100355584371565,"Typical","Borderline"
"BAMLH0A2HYB","2025-07-21","fred","Data",1,TRUE,0.55,0.2025,0.15,0.7225,"Will the option-adjusted spread of securities with an investment grade rating of B in the ICE BofA US High Yield Master II Index, which tracks the performance of corporate debt below investment grade in the US domestic market, have increased by 2025-07-21 as compared to its value on 2024-07-12?",2,8,10,0.100355584371565,"Typical","Borderline"
"ECBDFR","2024-07-28","fred","Data",0,TRUE,0,0,0.1,0.01,"Will the European Central Bank's deposit facility rate for the euro area have increased by 2024-07-28 as compared to its value on 2024-07-12?",10,9,10,0.41949379381637,"Typical","Borderline"
"ECBDFR","2024-08-20","fred","Data",0,TRUE,0,0,0.15,0.0225,"Will the European Central Bank's deposit facility rate for the euro area have increased by 2024-08-20 as compared to its value on 2024-07-12?",10,9,10,0.41949379381637,"Typical","Borderline"
"ECBDFR","2024-10-19","fred","Data",0,TRUE,0.02,4e-04,0.2,0.04,"Will the European Central Bank's deposit facility rate for the euro area have increased by 2024-10-19 as compared to its value on 2024-07-12?",9,10,10,0.41949379381637,"Typical","Borderline"
"ECBDFR","2025-01-17","fred","Data",0,TRUE,0.04,0.0016,0.275,0.075625,"Will the European Central Bank's deposit facility rate for the euro area have increased by 2025-01-17 as compared to its value on 2024-07-12?",4,10,8,0.41949379381637,"Typical","Borderline"
"ECBDFR","2025-07-21","fred","Data",0,TRUE,0.055,0.003025,0.3,0.09,"Will the European Central Bank's deposit facility rate for the euro area have increased by 2025-07-21 as compared to its value on 2024-07-12?",8,9,10,0.41949379381637,"Typical","Borderline"
"DFII10","2024-07-28","fred","Data",0,TRUE,0.4687,0.21967969,0.15,0.0225,"Will the market yield on US treasury securities at 10-year constant maturity, quoted on an investment basis and inflation-indexed, have increased by 2024-07-28 as compared to its value on 2024-07-12?",10,8,8,0.0342354175586725,"Typical","Borderline"
"DFII10","2024-08-20","fred","Data",0,TRUE,0.45,0.2025,0.2,0.04,"Will the market yield on US treasury securities at 10-year constant maturity, quoted on an investment basis and inflation-indexed, have increased by 2024-08-20 as compared to its value on 2024-07-12?",10,8,8,0.0342354175586725,"Typical","Borderline"
"DFII10","2024-10-19","fred","Data",0,TRUE,0.46,0.2116,0.2,0.04,"Will the market yield on US treasury securities at 10-year constant maturity, quoted on an investment basis and inflation-indexed, have increased by 2024-10-19 as compared to its value on 2024-07-12?",2,9,8,0.0342354175586725,"Typical","Borderline"
"DFII10","2025-01-17","fred","Data",1,TRUE,0.4,0.36,0.2,0.64,"Will the market yield on US treasury securities at 10-year constant maturity, quoted on an investment basis and inflation-indexed, have increased by 2025-01-17 as compared to its value on 2024-07-12?",9,8,8,0.0342354175586725,"Typical","Borderline"
"DFII10","2025-07-21","fred","Data",1,TRUE,0.38,0.3844,0.3,0.49,"Will the market yield on US treasury securities at 10-year constant maturity, quoted on an investment basis and inflation-indexed, have increased by 2025-07-21 as compared to its value on 2024-07-12?",8,8,8,0.0342354175586725,"Typical","Borderline"
"BAMLCC0A0CMTRIV","2024-07-28","fred","Data",1,TRUE,0.52,0.2304,0.5,0.25,"Will the total return of the ICE BofA US Corporate Index, which tracks the performance of corporate debt issued in the US domestic market, have increased by 2024-07-28 as compared to its value on 2024-07-12?",10,9,10,0.124263322761942,"Typical","Borderline"
"BAMLCC0A0CMTRIV","2024-08-20","fred","Data",1,TRUE,0.54,0.2116,0.5,0.25,"Will the total return of the ICE BofA US Corporate Index, which tracks the performance of corporate debt issued in the US domestic market, have increased by 2024-08-20 as compared to its value on 2024-07-12?",10,9,8,0.124263322761942,"Typical","Borderline"
"BAMLCC0A0CMTRIV","2024-10-19","fred","Data",1,TRUE,0.56,0.1936,0.51,0.2401,"Will the total return of the ICE BofA US Corporate Index, which tracks the performance of corporate debt issued in the US domestic market, have increased by 2024-10-19 as compared to its value on 2024-07-12?",10,9,10,0.124263322761942,"Typical","Borderline"
"BAMLCC0A0CMTRIV","2025-01-17","fred","Data",1,TRUE,0.58,0.1764,0.55,0.2025,"Will the total return of the ICE BofA US Corporate Index, which tracks the performance of corporate debt issued in the US domestic market, have increased by 2025-01-17 as compared to its value on 2024-07-12?",0,8,8,0.124263322761942,"Typical","Borderline"
"BAMLCC0A0CMTRIV","2025-07-21","fred","Data",1,TRUE,0.6,0.16,0.55,0.2025,"Will the total return of the ICE BofA US Corporate Index, which tracks the performance of corporate debt issued in the US domestic market, have increased by 2025-07-21 as compared to its value on 2024-07-12?",6,8,9,0.124263322761942,"Typical","Borderline"
"REAINTRATREARAT10Y","2024-08-20","fred","Data",0,TRUE,0.335,0.112225,0.3,0.09,"Will the Federal Reserve Bank of Cleveland's estimate for the 10-year real interest rate have increased by 2024-08-20 as compared to its value on 2024-07-12?",10,8,8,0.0255325062909598,"Typical","Borderline"
"REAINTRATREARAT10Y","2024-10-19","fred","Data",0,TRUE,0.37,0.1369,0.35,0.1225,"Will the Federal Reserve Bank of Cleveland's estimate for the 10-year real interest rate have increased by 2024-10-19 as compared to its value on 2024-07-12?",10,8,9,0.0255325062909598,"Typical","Borderline"
"REAINTRATREARAT10Y","2025-01-17","fred","Data",1,TRUE,0.41,0.3481,0.35,0.4225,"Will the Federal Reserve Bank of Cleveland's estimate for the 10-year real interest rate have increased by 2025-01-17 as compared to its value on 2024-07-12?",8,8,8,0.0255325062909598,"Typical","Borderline"
"REAINTRATREARAT10Y","2025-07-21","fred","Data",0,TRUE,0.465,0.216225,0.4,0.16,"Will the Federal Reserve Bank of Cleveland's estimate for the 10-year real interest rate have increased by 2025-07-21 as compared to its value on 2024-07-12?",3,8,8,0.0255325062909598,"Typical","Borderline"
"DPSACBW027SBOG","2024-07-28","fred","Data",1,TRUE,0.5,0.25,0.4,0.36,"Will the amount of money representing deposits in all US commercial banks have increased by 2024-07-28 as compared to its value on 2024-07-12?",9,10,9,0.259326596537428,"Typical","Borderline"
"DPSACBW027SBOG","2024-08-20","fred","Data",1,TRUE,0.53,0.2209,0.5,0.25,"Will the amount of money representing deposits in all US commercial banks have increased by 2024-08-20 as compared to its value on 2024-07-12?",10,8,8,0.259326596537428,"Typical","Borderline"
"DPSACBW027SBOG","2024-10-19","fred","Data",1,TRUE,0.55,0.2025,0.5,0.25,"Will the amount of money representing deposits in all US commercial banks have increased by 2024-10-19 as compared to its value on 2024-07-12?",9,9,8,0.259326596537428,"Typical","Borderline"
"DPSACBW027SBOG","2025-01-17","fred","Data",1,TRUE,0.6,0.16,0.5,0.25,"Will the amount of money representing deposits in all US commercial banks have increased by 2025-01-17 as compared to its value on 2024-07-12?",7,8,8,0.259326596537428,"Typical","Borderline"
"DPSACBW027SBOG","2025-07-21","fred","Data",1,TRUE,0.65,0.1225,0.5,0.25,"Will the amount of money representing deposits in all US commercial banks have increased by 2025-07-21 as compared to its value on 2024-07-12?",9,9,8,0.259326596537428,"Typical","Borderline"
"cfecaf75abdfe4be7627c5e61a5d7c88541a74fbf3f030dd0b3b81e3f456e655","2024-07-28","wikipedia","Data",0,TRUE,0,0,0.245,0.060025,"According to Wikipedia, will Sarasadat Khademalsharieh have an Elo rating on 2024-07-28 that's at least 1% higher than on 2024-07-12?",7,2,10,-1.4186893825022,"Atypical","Atypical"
"cfecaf75abdfe4be7627c5e61a5d7c88541a74fbf3f030dd0b3b81e3f456e655","2024-08-20","wikipedia","Data",0,TRUE,0,0,0.25,0.0625,"According to Wikipedia, will Sarasadat Khademalsharieh have an Elo rating on 2024-08-20 that's at least 1% higher than on 2024-07-12?",2,3,10,-1.4186893825022,"Atypical","Atypical"
